birth,death,k dimension
7.0,inf,0.0
7.0,9.0,0.0
7.0,9.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
8.0,9.0,0.0
7.0,8.0,0.0
7.0,8.0,0.0
8.0,inf,1.0
13.0,inf,1.0
13.0,inf,1.0
13.0,inf,1.0
13.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
9.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
