birth,death,k dimension
13.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
7.0,inf,2.0
7.0,inf,2.0
7.0,inf,2.0
13.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
13.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
13.0,inf,2.0
8.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
13.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
13.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
8.0,inf,2.0
14.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
14.0,inf,2.0
14.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
14.0,inf,2.0
8.0,inf,2.0
14.0,inf,2.0
8.0,inf,2.0
14.0,inf,2.0
14.0,inf,2.0
14.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
14.0,inf,2.0
14.0,inf,2.0
11.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
8.0,inf,2.0
14.0,inf,2.0
8.0,inf,2.0
14.0,inf,2.0
14.0,inf,2.0
14.0,inf,2.0
14.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
14.0,inf,2.0
14.0,inf,2.0
9.0,inf,2.0
14.0,inf,2.0
14.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
14.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
14.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
14.0,inf,2.0
9.0,inf,2.0
14.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
14.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
14.0,inf,2.0
14.0,inf,2.0
9.0,inf,2.0
14.0,inf,2.0
9.0,inf,2.0
14.0,inf,2.0
14.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
14.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
14.0,inf,2.0
14.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
15.0,inf,2.0
15.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
15.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
15.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
15.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
15.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
15.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
15.0,inf,2.0
15.0,inf,2.0
15.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
15.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
9.0,inf,2.0
15.0,inf,2.0
15.0,inf,2.0
10.0,inf,2.0
15.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
15.0,inf,2.0
10.0,inf,2.0
15.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
15.0,inf,2.0
15.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
15.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
15.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
15.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
15.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
15.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
15.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
10.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
15.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
13.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
11.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
12.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
13.0,inf,2.0
