dimension,birth,death
-1.0,inf,0.0
-1.0,0.30019493177387924,0.0
-1.0,0.272952853598015,0.0
-1.0,0.22510822510822504,0.0
-1.0,0.21250000000000002,0.0
-1.0,0.13750000000000007,0.0
-1.0,0.11363636363636409,0.0
-1.0,0.10416666666666696,0.0
-1.0,0.09774436090225569,0.0
-1.0,0.09683794466403184,0.0
-1.0,0.08035714285714302,0.0
-1.0,0.07246376811594235,0.0
-1.0,0.05491990846681993,0.0
-1.0,0.05491990846681949,0.0
-1.0,0.0535714285714286,0.0
-1.0,0.05288461538461542,0.0
-1.0,0.0517241379310347,0.0
-1.0,0.047619047619048005,0.0
-1.0,0.04761904761904767,0.0
-1.0,0.04761904761904756,0.0
-1.0,0.04470588235294137,0.0
-1.0,0.04435483870967749,0.0
-1.0,0.038095238095238515,0.0
-1.0,0.0363636363636366,0.0
-1.0,0.03516483516483504,0.0
-1.0,0.033967391304348005,0.0
-1.0,0.02727272727272745,0.0
-1.0,0.02380952380952439,0.0
-1.0,0.023809523809523503,0.0
-1.0,0.02231237322515267,0.0
-1.0,0.02121212121212146,0.0
-1.0,0.01923076923076983,0.0
-1.0,0.014285714285714235,0.0
-1.0,0.014285714285714235,0.0
-1.0,0.01282051282051333,0.0
-1.0,0.011278195488721998,0.0
-1.0,0.010416666666666852,0.0
-1.0,0.007894736842105288,0.0
-1.0,0.007211538461538658,0.0
-1.0,2.220446049250313e-16,0.0
-1.0,1.1102230246251565e-16,0.0
-1.0,-2.220446049250313e-16,0.0
-1.0,-0.0025062656641605674,0.0
-1.0,-0.004761904761904745,0.0
-1.0,-0.004830917874396157,0.0
-1.0,-0.006269592476488839,0.0
-1.0,-0.007575757575757125,0.0
-1.0,-0.00793650793650813,0.0
-1.0,-0.009195402298850297,0.0
-1.0,-0.00921658986175089,0.0
-1.0,-0.009216589861751334,0.0
-1.0,-0.009881422924900907,0.0
-1.0,-0.01240694789081842,0.0
-1.0,-0.012406947890818643,0.0
-1.0,-0.01648351648351598,0.0
-1.0,-0.020703933747411973,0.0
-1.0,-0.02304147465437789,0.0
-1.0,-0.02318840579710124,0.0
-1.0,-0.02318840579710124,0.0
-1.0,-0.023593466424682186,0.0
-1.0,-0.025764895330112836,0.0
-1.0,-0.028571428571428026,0.0
-1.0,-0.028571428571428692,0.0
-1.0,-0.030303030303029832,0.0
-1.0,-0.03125,0.0
-1.0,-0.03333333333333299,0.0
-1.0,-0.03441295546558654,0.0
-1.0,-0.03475935828877019,0.0
-1.0,-0.043137254901959965,0.0
-1.0,-0.043478260869564966,0.0
-1.0,-0.044642857142856984,0.0
-1.0,-0.04813664596273237,0.0
-1.0,-0.04901960784313708,0.0
-1.0,-0.05024630541871877,0.0
-1.0,-0.05163043478260865,0.0
-1.0,-0.05163043478260865,0.0
-1.0,-0.052380952380952195,0.0
-1.0,-0.05303030303030298,0.0
-1.0,-0.0538793103448274,0.0
-1.0,-0.05547226386806603,0.0
-1.0,-0.05672268907563027,0.0
-1.0,-0.05714285714285672,0.0
-1.0,-0.057795698924730354,0.0
-1.0,-0.06249999999999978,0.0
-1.0,-0.06363636363636349,0.0
-1.0,-0.06410256410256365,0.0
-1.0,-0.0646153846153843,0.0
-1.0,-0.06470588235294028,0.0
-1.0,-0.0647058823529405,0.0
-1.0,-0.0658823529411765,0.0
-1.0,-0.0659340659340657,0.0
-1.0,-0.06727272727272737,0.0
-1.0,-0.06987577639751508,0.0
-1.0,-0.07096774193548372,0.0
-1.0,-0.07122507122507105,0.0
-1.0,-0.07359307359307321,0.0
-1.0,-0.07407407407407396,0.0
-1.0,-0.07407407407407396,0.0
-1.0,-0.07500000000000018,0.0
-1.0,-0.07638888888888884,0.0
-1.0,-0.0769230769230771,0.0
-1.0,-0.07809523809523822,0.0
-1.0,-0.07936507936507908,0.0
-1.0,-0.0855978260869561,0.0
-1.0,-0.08571428571428563,0.0
-1.0,-0.08666666666666623,0.0
-1.0,-0.08730158730158655,0.0
-1.0,-0.08817204301075243,0.0
-1.0,-0.08913043478260874,0.0
-1.0,-0.09090909090909083,0.0
-1.0,-0.09523809523809512,0.0
-1.0,-0.09870740305522929,0.0
-1.0,-0.09999999999999964,0.0
-1.0,-0.09999999999999987,0.0
-1.0,-0.10000000000000009,0.0
-1.0,-0.10000000000000009,0.0
-1.0,-0.10069444444444398,0.0
-1.0,-0.10089285714285734,0.0
-1.0,-0.10098522167487678,0.0
-1.0,-0.10150375939849576,0.0
-1.0,-0.10164835164835107,0.0
-1.0,-0.10173697270471416,0.0
-1.0,-0.10329670329670315,0.0
-1.0,-0.10416666666666652,0.0
-1.0,-0.10606060606060619,0.0
-1.0,-0.10755148741418719,0.0
-1.0,-0.10833333333333317,0.0
-1.0,-0.10839160839160833,0.0
-1.0,-0.10846560846560882,0.0
-1.0,-0.10948191593352874,0.0
-1.0,-0.11085972850678738,0.0
-1.0,-0.11143695014662724,0.0
-1.0,-0.11268939393939381,0.0
-1.0,-0.11309523809523792,0.0
-1.0,-0.11309523809523792,0.0
-1.0,-0.11458333333333282,0.0
-1.0,-0.11494252873563227,0.0
-1.0,-0.1166253101736967,0.0
-1.0,-0.11662531017369737,0.0
-1.0,-0.11822660098522175,0.0
-1.0,-0.11961722488038262,0.0
-1.0,-0.11965811965811968,0.0
-1.0,-0.11974789915966366,0.0
-1.0,-0.12197580645161299,0.0
-1.0,-0.12226512226512187,0.0
-1.0,-0.12307692307692264,0.0
-1.0,-0.12666666666666648,0.0
-1.0,-0.12701612903225756,0.0
-1.0,-0.12702702702702728,0.0
-1.0,-0.12727272727272743,0.0
-1.0,-0.12834224598930488,0.0
-1.0,-0.12857142857142811,0.0
-1.0,-0.12997347480106103,0.0
-1.0,-0.13095238095238027,0.0
-1.0,-0.13333333333333308,0.0
-1.0,-0.1335403726708071,0.0
-1.0,-0.13369963369963345,0.0
-1.0,-0.13452380952380882,0.0
-1.0,-0.13553113553113505,0.0
-1.0,-0.13571428571428568,0.0
-1.0,-0.13675213675213627,0.0
-1.0,-0.13725490196078427,0.0
-1.0,-0.13793103448275867,0.0
-1.0,-0.13800904977375517,0.0
-1.0,-0.13888888888888862,0.0
-1.0,-0.13888888888888906,0.0
-1.0,-0.13970588235294157,0.0
-1.0,-0.13978494623655946,0.0
-1.0,-0.14247311827956932,0.0
-1.0,-0.14375000000000004,0.0
-1.0,-0.14542728635682156,0.0
-1.0,-0.14608695652173886,0.0
-1.0,-0.1470588235294117,0.0
-1.0,-0.1474358974358969,0.0
-1.0,-0.14835164835164805,0.0
-1.0,-0.1499999999999997,0.0
-1.0,-0.15034965034965042,0.0
-1.0,-0.15151515151515116,0.0
-1.0,-0.15277777777777746,0.0
-1.0,-0.15292712066905567,0.0
-1.0,-0.1529271206690559,0.0
-1.0,-0.1564102564102563,0.0
-1.0,-0.15651135005973726,0.0
-1.0,-0.15666666666666673,0.0
-1.0,-0.15703703703703709,0.0
-1.0,-0.1573426573426575,0.0
-1.0,-0.15756302521008347,0.0
-1.0,-0.16153846153846096,0.0
-1.0,-0.16275659824046884,0.0
-1.0,-0.16287878787878762,0.0
-1.0,-0.16420361247947457,0.0
-1.0,-0.16470588235294148,0.0
-1.0,-0.1650992685475441,0.0
-1.0,-0.16517857142857095,0.0
-1.0,-0.16594827586206895,0.0
-1.0,-0.16666666666666607,0.0
-1.0,-0.16666666666666607,0.0
-1.0,-0.16666666666666607,0.0
-1.0,-0.16666666666666652,0.0
-1.0,-0.16666666666666696,0.0
-1.0,-0.16874999999999996,0.0
-1.0,-0.16953316953316966,0.0
-1.0,-0.17083333333333317,0.0
-1.0,-0.17241379310344773,0.0
-1.0,-0.17500000000000027,0.0
-1.0,-0.17555555555555524,0.0
-1.0,-0.17788461538461564,0.0
-1.0,-0.17916666666666625,0.0
-1.0,-0.18055555555555536,0.0
-1.0,-0.1818181818181821,0.0
-1.0,-0.18191721132897576,0.0
-1.0,-0.18300653594771177,0.0
-1.0,-0.1830065359477122,0.0
-1.0,-0.18300653594771243,0.0
-1.0,-0.1837121212121211,0.0
-1.0,-0.1839080459770117,0.0
-1.0,-0.18571428571428528,0.0
-1.0,-0.18633540372670754,0.0
-1.0,-0.18717948717948696,0.0
-1.0,-0.18749999999999956,0.0
-1.0,-0.18778280542986425,0.0
-1.0,-0.18983957219251302,0.0
-1.0,-0.19023569023568987,0.0
-1.0,-0.1909090909090907,0.0
-1.0,-0.1909937888198754,0.0
-1.0,-0.1936274509803919,0.0
-1.0,-0.19425287356321785,0.0
-1.0,-0.19540229885057414,0.0
-1.0,-0.19999999999999973,0.0
-1.0,-0.20000000000000018,0.0
-1.0,-0.20040485829959476,0.0
-1.0,-0.20190476190476225,0.0
-1.0,-0.20443349753694573,0.0
-1.0,-0.21182266009852158,0.0
-1.0,-0.2124999999999999,0.0
-1.0,-0.2124999999999999,0.0
-1.0,-0.21289355322338777,0.0
-1.0,-0.21367521367521336,0.0
-1.0,-0.21483375959079254,0.0
-1.0,-0.21523809523809478,0.0
-1.0,-0.21560846560846514,0.0
-1.0,-0.2166666666666659,0.0
-1.0,-0.21666666666666634,0.0
-1.0,-0.21739130434782594,0.0
-1.0,-0.21794871794871784,0.0
-1.0,-0.21885521885521864,0.0
-1.0,-0.21978021978021944,0.0
-1.0,-0.22027972027971998,0.0
-1.0,-0.22222222222222254,0.0
-1.0,-0.22383252818035482,0.0
-1.0,-0.2242647058823526,0.0
-1.0,-0.2273706896551726,0.0
-1.0,-0.22835497835497853,0.0
-1.0,-0.23051948051948035,0.0
-1.0,-0.23103448275862037,0.0
-1.0,-0.23118279569892497,0.0
-1.0,-0.2314814814814814,0.0
-1.0,-0.23596673596673612,0.0
-1.0,-0.23749999999999982,0.0
-1.0,-0.23768939393939403,0.0
-1.0,-0.23999999999999977,0.0
-1.0,-0.2400000000000002,0.0
-1.0,-0.24065934065934003,0.0
-1.0,-0.24107142857142816,0.0
-1.0,-0.24285714285714266,0.0
-1.0,-0.24444444444444424,0.0
-1.0,-0.24444444444444446,0.0
-1.0,-0.24621212121212088,0.0
-1.0,-0.24655172413793092,0.0
-1.0,-0.24725274725274682,0.0
-1.0,-0.24999999999999956,0.0
-1.0,-0.24999999999999978,0.0
-1.0,-0.25115207373271864,0.0
-1.0,-0.25589225589225584,0.0
-1.0,-0.2565217391304351,0.0
-1.0,-0.2580645161290318,0.0
-1.0,-0.25806451612903203,0.0
-1.0,-0.2586206896551724,0.0
-1.0,-0.2587412587412583,0.0
-1.0,-0.2588235294117649,0.0
