dimension,birth,death
-1.0166666666666662,inf,0.0
-1.0,0.1757575757575759,0.0
-1.0,0.14166666666666705,0.0
-1.0,0.12380952380952381,0.0
-1.0,0.1238095238095237,0.0
-1.0,0.1060606060606063,0.0
-1.0,0.09523809523809523,0.0
-1.0,0.08809523809523834,0.0
-1.0,0.07666666666666688,0.0
-1.0,0.07608695652173936,0.0
-1.0,0.07142857142857195,0.0
-1.0,0.07101449275362337,0.0
-1.0,0.04869565217391292,0.0
-1.0,0.047619047619047894,0.0
-1.0,0.04592592592592648,0.0
-1.0,0.045454545454545525,0.0
-1.0,0.040476190476190776,0.0
-1.0,0.040476190476190776,0.0
-1.0,0.040476190476190776,0.0
-1.0,0.0385714285714287,0.0
-1.0,0.03857142857142837,0.0
-1.0,0.034965034965035335,0.0
-1.0,0.034965034965035,0.0
-1.0,0.029761904761905322,0.0
-1.0,0.019999999999999685,0.0
-1.0,0.018518518518518934,0.0
-1.0,0.018115942028985588,0.0
-1.0,0.017094017094017144,0.0
-1.0,0.01242236024844745,0.0
-1.0,0.005555555555556091,0.0
-1.0,0.005555555555555869,0.0
-1.0,0.0027586206896549337,0.0
-1.0,2.220446049250313e-16,0.0
-1.0,1.1102230246251565e-16,0.0
-1.0,1.1102230246251565e-16,0.0
-1.0,0.0,0.0
-1.0,-2.220446049250313e-16,0.0
-1.0,-0.0023809523809521504,0.0
-1.0,-0.008333333333333304,0.0
-1.0,-0.010822510822510623,0.0
-1.0,-0.01190476190476164,0.0
-1.0,-0.01923076923076872,0.0
-1.0,-0.019230769230769162,0.0
-1.0,-0.019841269841269327,0.0
-1.0,-0.020000000000000018,0.0
-1.0,-0.021739130434782705,0.0
-1.0,-0.022727272727272707,0.0
-1.0,-0.024137931034482252,0.0
-1.0,-0.02447552447552459,0.0
-1.0,-0.027272727272726893,0.0
-1.0,-0.02955665024630516,0.0
-1.0,-0.029677419354838364,0.0
-1.0,-0.029677419354838586,0.0
-1.0,-0.03095238095238062,0.0
-1.0,-0.03416149068322949,0.0
-1.0,-0.03478260869565197,0.0
-1.0,-0.03519668737060022,0.0
-1.0,-0.03571428571428581,0.0
-1.0,-0.040000000000000036,0.0
-1.0,-0.04166666666666674,0.0
-1.0,-0.04166666666666674,0.0
-1.0,-0.04231974921630077,0.0
-1.0,-0.043478260869564966,0.0
-1.0,-0.045454545454545414,0.0
-1.0,-0.04761904761904767,0.0
-1.0,-0.050000000000000044,0.0
-1.0,-0.050000000000000266,0.0
-1.0,-0.050000000000000266,0.0
-1.0,-0.05166666666666675,0.0
-1.0,-0.056923076923077076,0.0
-1.0,-0.05714285714285694,0.0
-1.0,-0.05769230769230704,0.0
