dimension,birth,death
4.0681360708862525e-14,inf,0.0
0.32591008458151116,21.48912154475873,0.0
1.2522812821433102,21.118948711614035,0.0
1.120721994478823,20.14941139962219,0.0
0.293464995182063,18.45635502510066,0.0
2.1843251134985415,19.067983487109643,0.0
6.466486503578434,20.687224231935712,0.0
4.5194670160716575,17.490325013774918,0.0
2.9800354947321863,14.978427452038247,0.0
7.117143853104685,18.135964059448657,0.0
9.164719599590281,16.706601783041354,0.0
9.733504852942856,17.015626049091217,0.0
9.023713508057476,15.578381293711743,0.0
5.599397677904018,11.926537813531604,0.0
7.694619542830204,12.68978178504507,0.0
4.805795049611228,8.418012859815597,0.0
7.394536610597495,9.90329682551133,0.0
26.81627196441443,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
44.49396115754511,inf,1.0
11.599585820337255,inf,1.0
12.424396041081348,inf,1.0
12.547618823333655,inf,1.0
13.474814230048391,inf,1.0
13.474814230048391,inf,1.0
14.978427452038247,inf,1.0
15.02028865720866,inf,1.0
15.328822008623328,inf,1.0
15.78832479479433,inf,1.0
16.000000000000046,inf,1.0
16.000000000000046,inf,1.0
16.387411159164728,inf,1.0
17.015626049091217,inf,1.0
17.049772956034833,inf,1.0
17.490325013774918,inf,1.0
17.535278721327465,inf,1.0
17.535278721327465,inf,1.0
17.789346495874227,inf,1.0
17.934181309486508,inf,1.0
17.934181309486508,inf,1.0
17.934181309486508,inf,1.0
17.989713634399667,inf,1.0
17.989713634399667,inf,1.0
18.135964059448657,inf,1.0
18.323540810782312,inf,1.0
18.323540810782312,inf,1.0
18.323540810782312,inf,1.0
18.45635502510066,inf,1.0
18.53975526899248,inf,1.0
18.53975526899248,inf,1.0
18.83207288101363,inf,1.0
18.83207288101363,inf,1.0
18.88842826148993,inf,1.0
18.88842826148993,inf,1.0
19.067983487109643,inf,1.0
19.081874445197407,inf,1.0
19.25842502063327,inf,1.0
19.25842502063327,inf,1.0
19.43518689725931,inf,1.0
19.43518689725931,inf,1.0
19.475546945152775,inf,1.0
19.475546945152775,inf,1.0
19.475546945152775,inf,1.0
19.67052563612979,inf,1.0
19.67052563612979,inf,1.0
19.67052563612979,inf,1.0
19.67052563612979,inf,1.0
19.71724274689382,inf,1.0
19.71724274689382,inf,1.0
19.71724274689382,inf,1.0
19.71724274689382,inf,1.0
19.76834770274647,inf,1.0
19.858904161328535,inf,1.0
20.123302269162927,inf,1.0
20.123302269162927,inf,1.0
20.123302269162927,inf,1.0
20.123302269162927,inf,1.0
20.17820894452918,inf,1.0
20.17820894452918,inf,1.0
20.17820894452918,inf,1.0
20.17820894452918,inf,1.0
20.17820894452918,inf,1.0
20.242208043744455,inf,1.0
20.242208043744455,inf,1.0
20.242208043744455,inf,1.0
20.242208043744455,inf,1.0
20.242208043744455,inf,1.0
20.279842748108084,inf,1.0
20.279842748108084,inf,1.0
20.279842748108084,inf,1.0
20.279842748108084,inf,1.0
20.33760739389167,inf,1.0
20.33760739389167,inf,1.0
20.33760739389167,inf,1.0
20.465030525175894,inf,1.0
20.465030525175894,inf,1.0
20.612648854361442,inf,1.0
20.612648854361442,inf,1.0
20.612648854361442,inf,1.0
20.612648854361442,inf,1.0
20.612648854361442,inf,1.0
20.633684095387192,inf,1.0
20.633684095387192,inf,1.0
20.633684095387192,inf,1.0
20.633684095387192,inf,1.0
20.633684095387192,inf,1.0
20.633684095387192,inf,1.0
20.633684095387192,inf,1.0
20.687224231935712,inf,1.0
20.763107370649777,inf,1.0
20.763107370649777,inf,1.0
20.807649584919897,inf,1.0
20.807649584919897,inf,1.0
20.807649584919897,inf,1.0
20.807649584919897,inf,1.0
20.963596231157943,inf,1.0
20.963596231157943,inf,1.0
20.963596231157943,inf,1.0
20.963596231157943,inf,1.0
20.963596231157943,inf,1.0
21.00739547330002,inf,1.0
21.00739547330002,inf,1.0
21.00739547330002,inf,1.0
21.00739547330002,inf,1.0
21.061907278289937,inf,1.0
21.061907278289937,inf,1.0
21.061907278289937,inf,1.0
21.061907278289937,inf,1.0
21.061907278289937,inf,1.0
21.118948711614035,inf,1.0
21.118948711614035,inf,1.0
21.23112638742411,inf,1.0
21.23112638742411,inf,1.0
21.23112638742411,inf,1.0
21.48912154475873,inf,1.0
21.48912154475873,inf,1.0
21.48912154475873,inf,1.0
21.60387593914544,inf,1.0
21.60387593914544,inf,1.0
