dimension,birth,death
-1.0,inf,0.0
-1.0,0.49719298245614035,0.0
-1.0,0.48018796992481205,0.0
-1.0,0.456140350877193,0.0
-1.0,0.2467105263157895,0.0
-1.0,0.2355827067669173,0.0
-1.0,0.2315574922153867,0.0
-1.0,0.10174672957897211,0.0
-1.0,0.10166874364005024,0.0
-1.0,0.09556710528310752,0.0
-1.0,0.09124899909326298,0.0
-1.0,0.08619047619047619,0.0
-1.0,0.04034851016429992,0.0
-1.0,0.03917667429738002,0.0
-1.0,0.036405870081105775,0.0
-1.0,0.03632185050836408,0.0
-1.0,0.03455548059243949,0.0
-1.0,0.032583615721848834,0.0
-1.0,0.031459262868509474,0.0
-1.0,0.028740107876702847,0.0
-1.0,0.028524244954420994,0.0
-1.0,0.027624531871185663,0.0
-1.0,0.02755156630976917,0.0
-1.0,0.02652442268615539,0.0
-1.0,0.024901204598420962,0.0
-1.0,0.024203474315385404,0.0
-1.0,0.023589555696688577,0.0
-1.0,0.020714708588323492,0.0
-1.0,0.0196053053262113,0.0
-1.0,0.018221481282477015,0.0
-1.0,0.017977736748331016,0.0
-1.0,0.017912747716662476,0.0
-1.0,0.015702911955495714,0.0
-1.0,0.015181137328593728,0.0
-1.0,0.014108328656135156,0.0
-1.0,0.012279118808198928,0.0
-1.0,0.011603360583610407,0.0
-1.0,0.011265982352758264,0.0
-1.0,0.010504343808346419,0.0
-1.0,0.010210758037986994,0.0
-1.0,0.010098858140298315,0.0
-1.0,0.009965752312303108,0.0
-1.0,0.009878758077366647,0.0
-1.0,0.00946202771700159,0.0
-1.0,0.009099438492644172,0.0
-1.0,0.008507757488960422,0.0
-1.0,0.008346638169117022,0.0
-1.0,0.008319459362692445,0.0
-1.0,0.007597937142924228,0.0
-1.0,0.007257941680639066,0.0
-1.0,0.006799499458110428,0.0
-1.0,0.006703192680580985,0.0
-1.0,0.006632070508875158,0.0
-1.0,0.006629308265282326,0.0
-1.0,0.006613885561726786,0.0
-1.0,0.00629199543227605,0.0
-1.0,0.0061907996809065485,0.0
-1.0,0.006181604159833506,0.0
-1.0,0.006171679197994988,0.0
-1.0,0.005971492972371987,0.0
-1.0,0.005333779979039973,0.0
-1.0,0.005036198077357905,0.0
-1.0,0.005016134085213032,0.0
