dimension,birth,death
10.0,inf,0.0
13.0,23.0,0.0
14.0,23.0,0.0
15.0,24.0,0.0
15.0,24.0,0.0
15.0,22.0,0.0
15.0,22.0,0.0
16.0,23.0,0.0
14.0,20.0,0.0
19.0,25.0,0.0
14.0,19.0,0.0
16.0,21.0,0.0
10.0,15.0,0.0
14.0,18.0,0.0
18.0,22.0,0.0
15.0,17.0,0.0
15.0,17.0,0.0
15.0,17.0,0.0
16.0,18.0,0.0
20.0,22.0,0.0
22.0,24.0,0.0
23.0,25.0,0.0
24.0,25.0,0.0
26.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
39.0,inf,1.0
13.0,inf,1.0
13.0,inf,1.0
14.0,inf,1.0
14.0,inf,1.0
15.0,inf,1.0
15.0,inf,1.0
15.0,inf,1.0
16.0,inf,1.0
16.0,inf,1.0
16.0,inf,1.0
16.0,inf,1.0
16.0,inf,1.0
16.0,inf,1.0
16.0,inf,1.0
17.0,inf,1.0
17.0,inf,1.0
17.0,inf,1.0
17.0,inf,1.0
17.0,inf,1.0
17.0,inf,1.0
17.0,inf,1.0
17.0,inf,1.0
17.0,inf,1.0
17.0,inf,1.0
17.0,inf,1.0
17.0,inf,1.0
18.0,inf,1.0
18.0,inf,1.0
18.0,inf,1.0
18.0,inf,1.0
18.0,inf,1.0
18.0,inf,1.0
18.0,inf,1.0
18.0,inf,1.0
18.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
19.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
20.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
21.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
22.0,inf,1.0
